3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3060.309404664,2874.965997463,184.15993309020996,158.3693368555957,0.014543527,1.0
2986.402233392,2502.224798595,483.1249690055847,-14.451601158291545,0.011361356,1.0
3602.576015575,2932.285603176,668.9779732227325,43.61110150762375,0.01265813,2.0
3295.413335174,3232.243769037,61.57057213783264,294.5992614362236,0.010660691,1.0
3602.056049906,3432.706281886,3700.0,0.0,0.017139262,3.0
3651.310838064,3649.407408123,3700.0,0.0,0.012789818,3.0
3480.581535909,3133.304020743,345.473984003067,360.6394353380332,0.022875746,1.0
3604.000126084,3593.366059591,3700.0,0.0,0.017832618,3.0
3601.918765962,3349.922724987,3700.0,0.0,0.014827289,3.0
3438.894160541,3281.757527544,155.29482412338257,41.85077335480075,0.012081774,1.0
3587.41511497,3349.822134309,235.91579008102417,283.8544768812948,0.014944209,1.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3602.339498095,3448.130765958,3700.0,0.0,0.050849507,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3602.372434575,3486.516708357,3700.0,0.0,0.012932127,3.0
3698.632395293,3696.367270878,3700.0,0.0,0.418176372,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3601.794220288,3572.742620872,3700.0,0.0,0.016257215,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3601.856778668,3583.113464445,3700.0,0.0,0.030078888,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3667.788043204,3666.031399727,3700.0,0.0,0.045076703,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3601.60361542,3363.7886903,3700.0,0.0,0.027932286,3.0
3452.843985904,3257.920926184,193.5371880531311,218.25004358921646,0.028789143,1.0
3469.187160605,3299.088071399,168.75528502464294,266.4943442604973,0.011850955,1.0
3601.779467496,3328.617776489,3700.0,0.0,0.0143522,3.0
3514.832368971,3220.274710731,293.4087641239166,163.18387491238082,0.012559834,1.0
3602.786784411,3250.401403182,351.106675863266,109.4350613903616,0.023346863,2.0
3539.418155639,3278.338658743,259.74438190460205,214.73529450947845,0.023950761,1.0
3346.404544623,3299.265141118,45.958635091781616,77.94322680802526,0.013213217,1.0
3362.160341227,3234.698045868,126.40736603736877,177.00582260489094,0.013640907,1.0
3601.666215851,3320.574227754,3700.0,0.0,0.014014353,3.0
3647.69699161,3646.065994522,3700.0,0.0,0.014463393,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
3700.0,3700.0,3700.0,3700.0,0.0,3.0
